#START 	 END
4186403 	 4187417
4188234 	 4188822
4190658 	 4191654
4194099 	 4194855
4198109 	 4198931
4198949 	 4199606
4203620 	 4204223
4204397 	 4205243
4207995 	 4209315
503123 	 504470
4211289 	 4212618
4215083 	 4216010
4226778 	 4227507
4228644 	 4229859
4231242 	 4232136
4237036 	 4237567
4237825 	 4238986
4241500 	 4242091
4246163 	 4247234
4247329 	 4248853
4248854 	 4250012
4252519 	 4254550
4254661 	 4255981
4257644 	 4258643
4259715 	 4260993
4261005 	 4261992
4261995 	 4263492
4263635 	 4264151
4265021 	 4265693
4266996 	 4268166
4268176 	 4269898
4284605 	 4286495
4286571 	 4287738
4287740 	 4288325
4289766 	 4290432
4290787 	 4292572
4292603 	 4295345
4295819 	 4297298
4297387 	 4298074
4298142 	 4299261
4303225 	 4304923
4304932 	 4306216
4306219 	 4307179
4308522 	 4309455
4309491 	 4310646
4311009 	 4311816
4311825 	 4312872
4312875 	 4313847
4323459 	 4324737
4327578 	 4328871
4329413 	 4330010
4332861 	 4333725
1970171 	 1970690
1970918 	 1971929
4336901 	 4337573
4339596 	 4340133
4340481 	 4342590
4342596 	 4343286
4343291 	 4345373
4347110 	 4348283
4349066 	 4350113
4361811 	 4362975
4363410 	 4364430
1559653 	 1561000
4376053 	 4376566
4376588 	 4377407
4379356 	 4380958
4381245 	 4382412
4382438 	 4385825
4386251 	 4386824
4387928 	 4388594
4391184 	 4392522
4392539 	 4393871
4397707 	 4398274
4404399 	 4404930
4409334 	 4410012
4410340 	 4411159
4411361 	 4411904
4414121 	 4414964
4415757 	 4416942
4417172 	 4417976
4420609 	 4422127
4422139 	 4423291
4423754 	 4424684
4425441 	 4426584
4429111 	 4430842
4431148 	 4431730
4439611 	 4441321
4452856 	 4454047
4458679 	 4459573
4462998 	 4463520
4468281 	 4469346
4473591 	 4474179
4474237 	 4474999
4479614 	 4480517
4485413 	 4487060
4487642 	 4488530
4489050 	 4490481
4490929 	 4491820
4492384 	 4493128
4493159 	 4494062
4494206 	 4494968
4494989 	 4495556
4497113 	 4497779
4500681 	 4501812
4505401 	 4505947
4505970 	 4506750
4506798 	 4507428
4519531 	 4520056
4522058 	 4523474
4523513 	 4524251
4528224 	 4528854
4530798 	 4531617
4534718 	 4536065
4536223 	 4538092
4538685 	 4540191
4540195 	 4541161
4541179 	 4542076
4542174 	 4543131
4543134 	 4544127
4552189 	 4552930
4552941 	 4553892
4556184 	 4556973
4558723 	 4559428
4561274 	 4564997
4565073 	 4569297
4569553 	 4570771
4570772 	 4571399
4571450 	 4572272
4572522 	 4574919
4580157 	 4580742
4582085 	 4582859
4582898 	 4583963
4583966 	 4584644
4585769 	 4586444
4587408 	 4588479
4588502 	 4589801
4589911 	 4590889
4591110 	 4592559
4599032 	 4599962
4600230 	 4601832
4601846 	 4603166
67020 	 67551
67802 	 68378
4604785 	 4606510
4607529 	 4611234
4612276 	 4613908
4616974 	 4617565
4621591 	 4622464
4623265 	 4624393
4624398 	 4625190
4630225 	 4630768
4634093 	 4634609
4644775 	 4646362
4647209 	 4647710
4647919 	 4648444
4648650 	 4650540
4650865 	 4651489
4655650 	 4656856
4656996 	 4658268
4658510 	 4659431
4659697 	 4661239
4661971 	 4662844
4666070 	 4666679
4666697 	 4668077
4669441 	 4670281
4670636 	 4671680
4673380 	 4674721
4674773 	 4675853
4676063 	 4677299
4678425 	 4679139
4684924 	 4686070
4687605 	 4688841
4688991 	 4690641
67802 	 68378
4694860 	 4695766
4696662 	 4698132
4698177 	 4698744
4699513 	 4700365
4700420 	 4702103
4702496 	 4703072
4703572 	 4704727
4706602 	 4707232
4711754 	 4712354
4713164 	 4714259
4717231 	 4717846
4724965 	 4725592
4727198 	 4727870
4729711 	 4730263
4734857 	 4737086
4737115 	 4737961
4738410 	 4739727
4747220 	 4748108
4749644 	 4751000
4751078 	 4752524
4764462 	 4765332
4766464 	 4766977
4772088 	 4772607
4775781 	 4776312
4776770 	 4777313
4781270 	 4781900
161071 	 161590
4785898 	 4786429
4786492 	 4787080
4787441 	 4789649
4789734 	 4790454
4791626 	 4792166
4792240 	 4792741
4793054 	 4793795
4794154 	 4794901
4795075 	 4796575
4810584 	 4812231
4814226 	 4814730
4819747 	 4820257
4822631 	 4823639
4823878 	 4825360
4828753 	 4829779
4830100 	 4831042
4831109 	 4831613
4833508 	 4835077
4835513 	 4836866
4836872 	 4838723
4838757 	 4839666
4840137 	 4841418
4841905 	 4842763
4842765 	 4843770
4844401 	 4845451
4846668 	 4848561
4848741 	 4849473
4850019 	 4850718
4850767 	 4851427
4851852 	 4852491
4852493 	 4853657
4853947 	 4855366
4856540 	 4857167
4859490 	 4860843
4861645 	 4862302
4862311 	 4863166
4863327 	 4863852
4876116 	 4876896
4877204 	 4878608
4880819 	 4881425
4881520 	 4882111
4891595 	 4893026
4893148 	 4896802
4898871 	 4899828
4900330 	 4901470
4901543 	 4902506
503123 	 504470
4904300 	 4904927
4905430 	 4905949
4906754 	 4907507
4909824 	 4911096
4913371 	 4914553
4919949 	 4922550
4934192 	 4934924
4936746 	 4937871
4940400 	 4941501
4941572 	 4942583
4946118 	 4946685
4948787 	 4949330
4951278 	 4952085
4954771 	 4955989
4956057 	 4957119
4958537 	 4959134
4967708 	 4968308
4988380 	 4989013
4989532 	 4990087
4991048 	 4991720
4991807 	 4992482
4992548 	 4995185
4995191 	 4995725
4995731 	 4996241
4996251 	 4997163
5000360 	 5001821
5002035 	 5002809
5014970 	 5015810
5016089 	 5018312
5022516 	 5023185
5025408 	 5026578
5027869 	 5029420
5030436 	 5032059
5035745 	 5037221
5038810 	 5039458
5046001 	 5046652
5052147 	 5053314
5053498 	 5054740
161071 	 161590
5061978 	 5062788
5063019 	 5063832
5064388 	 5064976
5065704 	 5066514
5066515 	 5067511
5067572 	 5068277
1970918 	 1971929
5071450 	 5072506
5075529 	 5077563
5077936 	 5079280
5079293 	 5081252
5082853 	 5083672
5084458 	 5087494
5087832 	 5088531
5088536 	 5089280
5089885 	 5093584
5093651 	 5094251
5094423 	 5096460
5099845 	 5101459
5101851 	 5102457
67802 	 68378
5106577 	 5107114
5108952 	 5109693
5109920 	 5111093
5111144 	 5112368
5112373 	 5113144
5115306 	 5116362
5116362 	 5117793
5117813 	 5119046
5120328 	 5121189
5121366 	 5123235
5126421 	 5127111
5127122 	 5128535
5128619 	 5129945
5131431 	 5132043
