#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome I","NC_006032.2",758727,761651,"+",2889231,,"CAGL0I07865g","XP_447591.1",974,"uncharacterized protein CAGL0I07865g"
"chromosome I","NC_006032.2",762373,763521,"+",2889232,,"CAGL0I07887g","XP_447592.1",382,"uncharacterized protein CAGL0I07887g"
"chromosome I","NC_006032.2",764170,773280,"+",2889233,,"CAGL0I07909g","XP_447593.1",3036,"uncharacterized protein CAGL0I07909g"
"chromosome I","NC_006032.2",773528,774319,"-",2889234,,"CAGL0I07931g","XP_447594.1",263,"uncharacterized protein CAGL0I07931g"
"chromosome I","NC_006032.2",774721,778428,"+",2889235,,"CAGL0I07953g","XP_447595.1",1235,"uncharacterized protein CAGL0I07953g"
"chromosome I","NC_006032.2",778758,778949,"+",9488013,,"CAGL0I07969g","XP_002999562.1",63,"uncharacterized protein CAGL0I07969g"
"chromosome I","NC_006032.2",779426,780310,"-",2889236,,"CAGL0I07975g","XP_447596.1",294,"ribosome biogenesis protein BRX1"
"chromosome I","NC_006032.2",780687,783041,"+",2889237,,"CAGL0I07997g","XP_447597.1",784,"uncharacterized protein CAGL0I07997g"
"chromosome I","NC_006032.2",783133,786990,"-",2889238,,"CAGL0I08019g","XP_447598.1",1285,"uncharacterized protein CAGL0I08019g"
"chromosome I","NC_006032.2",787552,787953,"-",2889239,,"CAGL0I08041g","XP_447599.1",133,"uncharacterized protein CAGL0I08041g"
"chromosome I","NC_006032.2",788285,789688,"+",2889289,,"CAGL0I08063g","XP_447600.1",467,"uncharacterized protein CAGL0I08063g"
"chromosome I","NC_006032.2",790086,790547,"+",2889290,,"CAGL0I08085g","XP_447601.1",153,"uncharacterized protein CAGL0I08085g"
"chromosome I","NC_006032.2",790779,792341,"-",2889291,,"CAGL0I08107g","XP_447602.1",520,"uncharacterized protein CAGL0I08107g"
"chromosome I","NC_006032.2",793917,795065,"+",2889293,,"CAGL0I08151g","XP_447603.1",382,"uncharacterized protein CAGL0I08151g"
"chromosome I","NC_006032.2",798163,799509,"+",2889295,,"CAGL0I08195g","XP_447604.1",448,"uncharacterized protein CAGL0I08195g"
"chromosome I","NC_006032.2",800170,801552,"+",2889296,,"CAGL0I08217g","XP_447605.1",460,"uncharacterized protein CAGL0I08217g"
"chromosome I","NC_006032.2",802072,803610,"+",2889297,,"CAGL0I08239g","XP_447606.1",512,"uncharacterized protein CAGL0I08239g"
"chromosome B","NC_005968.1",447218,450508,"-",2886628,,"CAGL0B04631g","XP_445172.1",1096,"uncharacterized protein CAGL0B04631g"
"chromosome B","NC_005968.1",451396,452586,"-",2886584,,"CAGL0B04675g","XP_445173.1",396,"uncharacterized protein CAGL0B04675g"
"chromosome B","NC_005968.1",453356,453910,"-",2886579,,"CAGL0B04697g","XP_445174.1",184,"uncharacterized protein CAGL0B04697g"
"chromosome B","NC_005968.1",454309,455302,"+",2886710,,"CAGL0B04719g","XP_445175.2",264,"uncharacterized protein CAGL0B04719g"
"chromosome B","NC_005968.1",455475,456995,"-",2886693,,"CAGL0B04741g","XP_445176.1",506,"uncharacterized protein CAGL0B04741g"
"chromosome F","NC_006029.1",194261,194989,"+",2887910,,"CAGL0F02013g","XP_446060.1",242,"uncharacterized protein CAGL0F02013g"
"chromosome F","NC_006029.1",195254,196375,"-",2887586,,"CAGL0F02035g","XP_446061.1",373,"uncharacterized protein CAGL0F02035g"
"chromosome F","NC_006029.1",197149,199689,"-",2887821,,"CAGL0F02057g","XP_446062.1",846,"uncharacterized protein CAGL0F02057g"
"chromosome F","NC_006029.1",201002,204673,"+",2887737,,"CAGL0F02079g","XP_446063.1",1223,"uncharacterized protein CAGL0F02079g"
"chromosome F","NC_006029.1",205206,211595,"+",2887707,,"CAGL0F02101g","XP_446064.1",2129,"uncharacterized protein CAGL0F02101g"
"chromosome F","NC_006029.1",212117,212764,"+",2887974,,"CAGL0F02123g","XP_446065.1",215,"uncharacterized protein CAGL0F02123g"
"chromosome F","NC_006029.1",213561,216011,"+",2887813,,"CAGL0F02145g","XP_446066.1",816,"uncharacterized protein CAGL0F02145g"
"chromosome F","NC_006029.1",216080,218767,"-",2887759,,"CAGL0F02167g","XP_446067.1",895,"uncharacterized protein CAGL0F02167g"
"chromosome F","NC_006029.1",219504,220955,"-",2887580,,"CAGL0F02233g","XP_446068.1",483,"uncharacterized protein CAGL0F02233g"
"chromosome F","NC_006029.1",221723,222163,"+",2887827,,"CAGL0F02255g","XP_446069.1",146,"uncharacterized protein CAGL0F02255g"
"chromosome F","NC_006029.1",222382,224904,"-",2887782,,"CAGL0F02277g","XP_446070.1",840,"uncharacterized protein CAGL0F02277g"
"chromosome F","NC_006029.1",225354,225965,"-",2887670,,"CAGL0F02299g","XP_446071.1",203,"uncharacterized protein CAGL0F02299g"
"chromosome F","NC_006029.1",226725,227762,"+",2887809,,"CAGL0F02343g","XP_446072.1",345,"uncharacterized protein CAGL0F02343g"
"chromosome F","NC_006029.1",228030,228725,"+",2887633,,"CAGL0F02365g","XP_446073.1",231,"uncharacterized protein CAGL0F02365g"
"chromosome F","NC_006029.1",229207,232065,"-",2887602,,"CAGL0F02387g","XP_446074.1",952,"uncharacterized protein CAGL0F02387g"
"chromosome F","NC_006029.1",234061,236418,"+",2887762,,"CAGL0F02431g","XP_446075.1",785,"uncharacterized protein CAGL0F02431g"
"chromosome F","NC_006029.1",236632,238476,"-",2887844,,"CAGL0F02453g","XP_446076.1",614,"uncharacterized protein CAGL0F02453g"
"chromosome F","NC_006029.1",239243,240391,"-",2887815,,"CAGL0F02475g","XP_446077.1",382,"uncharacterized protein CAGL0F02475g"
"chromosome F","NC_006029.1",240801,243302,"+",2887800,,"CAGL0F02497g","XP_446078.1",833,"uncharacterized protein CAGL0F02497g"
"chromosome F","NC_006029.1",243506,243725,"+",9487986,,"CAGL0F02513g","XP_002999538.1",50,"uncharacterized protein CAGL0F02513g"
"chromosome F","NC_006029.1",245120,247618,"+",2887967,,"CAGL0F02519g","XP_446079.1",832,"uncharacterized protein CAGL0F02519g"
"chromosome F","NC_006029.1",248281,250173,"+",2887685,,"CAGL0F02541g","XP_446080.1",630,"uncharacterized protein CAGL0F02541g"
"chromosome A","NC_005967.2",338516,339868,"+",2886391,,"CAGL0A03322g","XP_444912.1",450,"uncharacterized protein CAGL0A03322g"
"chromosome A","NC_005967.2",340501,342378,"+",2886377,,"CAGL0A03344g","XP_444913.1",625,"uncharacterized protein CAGL0A03344g"
"chromosome A","NC_005967.2",343987,345759,"-",2886330,,"CAGL0A03366g","XP_444914.1",590,"uncharacterized protein CAGL0A03366g"
"chromosome A","NC_005967.2",346748,347362,"-",2886328,,"CAGL0A03388g","XP_444915.1",204,"60S ribosomal protein L15"
"chromosome A","NC_005967.2",348708,349451,"+",2886333,,"CAGL0A03410g","XP_444916.1",247,"uncharacterized protein CAGL0A03410g"
"chromosome A","NC_005967.2",349884,353339,"+",2886385,,"CAGL0A03432g","XP_444917.1",1151,"uncharacterized protein CAGL0A03432g"
"chromosome A","NC_005967.2",353884,355344,"+",2886275,,"CAGL0A03454g","XP_444918.1",486,"uncharacterized protein CAGL0A03454g"
"chromosome A","NC_005967.2",355620,357035,"-",2886290,,"CAGL0A03476g","XP_444919.1",471,"uncharacterized protein CAGL0A03476g"
"chromosome A","NC_005967.2",357639,359678,"-",2886321,,"CAGL0A03498g","XP_444920.1",679,"uncharacterized protein CAGL0A03498g"
"chromosome A","NC_005967.2",360779,361030,"-",2886329,,"CAGL0A03542g","XP_444921.1",83,"uncharacterized protein CAGL0A03542g"
"chromosome A","NC_005967.2",361832,364813,"-",2886282,,"CAGL0A03564g","XP_444922.1",993,"uncharacterized protein CAGL0A03564g"
"chromosome A","NC_005967.2",365127,365696,"-",2886285,,"CAGL0A03586g","XP_444923.1",189,"uncharacterized protein CAGL0A03586g"
"chromosome A","NC_005967.2",366290,366934,"-",2886349,,"CAGL0A03608g","XP_444924.1",214,"uncharacterized protein CAGL0A03608g"
"chromosome A","NC_005967.2",369404,372592,"-",2886488,,"CAGL0A03630g","XP_444925.1",1062,"uncharacterized protein CAGL0A03630g"
"chromosome A","NC_005967.2",373100,375301,"-",2886320,,"CAGL0A03652g","XP_444926.1",733,"uncharacterized protein CAGL0A03652g"
"chromosome A","NC_005967.2",375610,376602,"+",2886427,,"CAGL0A03674g","XP_444927.1",330,"uncharacterized protein CAGL0A03674g"
"chromosome A","NC_005967.2",377255,378502,"+",2886319,,"CAGL0A03696g","XP_444928.1",415,"uncharacterized protein CAGL0A03696g"
"chromosome A","NC_005967.2",378874,383832,"-",2886384,,"CAGL0A03718g","XP_444929.1",1652,"uncharacterized protein CAGL0A03718g"
"chromosome A","NC_005967.2",384820,387066,"+",2886280,,"CAGL0A03740g","XP_444930.1",748,"uncharacterized protein CAGL0A03740g"
"chromosome A","NC_005967.2",387856,388401,"-",2886277,,"CAGL0A03784g","XP_444931.1",181,"uncharacterized protein CAGL0A03784g"
"chromosome A","NC_005967.2",388858,390270,"+",2886279,,"CAGL0A03806g","XP_444932.1",470,"uncharacterized protein CAGL0A03806g"
"chromosome A","NC_005967.2",390687,392117,"+",2886327,,"CAGL0A03828g","XP_444933.1",476,"uncharacterized protein CAGL0A03828g"
"chromosome A","NC_005967.2",392922,394454,"-",2886355,,"CAGL0A03872g","XP_444934.1",510,"uncharacterized protein CAGL0A03872g"
"chromosome A","NC_005967.2",394613,395029,"+",2886408,,"CAGL0A03883g","XP_444935.1",138,"uncharacterized protein CAGL0A03883g"
"chromosome A","NC_005967.2",395219,396067,"-",2886403,,"CAGL0A03905g","XP_444936.1",282,"uncharacterized protein CAGL0A03905g"
"chromosome A","NC_005967.2",397179,398492,"+",2886399,,"CAGL0A03927g","XP_444937.1",437,"uncharacterized protein CAGL0A03927g"
"chromosome A","NC_005967.2",399220,400026,"+",2886394,,"CAGL0A03949g","XP_444938.1",268,"uncharacterized protein CAGL0A03949g"
"chromosome I","NC_006032.2",803992,806022,"+",2889298,,"CAGL0I08261g","XP_447607.1",676,"uncharacterized protein CAGL0I08261g"
"chromosome I","NC_006032.2",806428,807279,"+",2889401,,"CAGL0I08283g","XP_447608.1",283,"uncharacterized protein CAGL0I08283g"
"chromosome I","NC_006032.2",808566,811421,"+",2889402,,"CAGL0I08305g","XP_447609.1",951,"uncharacterized protein CAGL0I08305g"
"chromosome I","NC_006032.2",812123,813679,"+",2889403,,"CAGL0I08327g","XP_447610.1",518,"uncharacterized protein CAGL0I08327g"
"chromosome I","NC_006032.2",813998,816001,"-",2889404,,"CAGL0I08349g","XP_447611.1",667,"uncharacterized protein CAGL0I08349g"
"chromosome I","NC_006032.2",816581,818200,"-",2889405,,"CAGL0I08371g","XP_447612.1",539,"uncharacterized protein CAGL0I08371g"
"chromosome I","NC_006032.2",819029,820321,"-",2888917,,"CAGL0I08393g","XP_447613.1",430,"uncharacterized protein CAGL0I08393g"
"chromosome I","NC_006032.2",820773,824699,"+",2888918,,"CAGL0I08415g","XP_447614.1",1308,"uncharacterized protein CAGL0I08415g"
"chromosome I","NC_006032.2",825046,829038,"+",2888919,,"CAGL0I08437g","XP_447615.1",1330,"uncharacterized protein CAGL0I08437g"
"chromosome I","NC_006032.2",829562,830194,"+",2888920,,"CAGL0I08459g","XP_447616.1",210,"uncharacterized protein CAGL0I08459g"
"chromosome I","NC_006032.2",830943,831287,"-",2888921,,"CAGL0I08481g","XP_447617.1",114,"mitochondrial 37S ribosomal protein MRP2"
"chromosome I","NC_006032.2",831571,832350,"-",2888922,,"CAGL0I08503g","XP_447618.1",259,"uncharacterized protein CAGL0I08503g"
"chromosome I","NC_006032.2",832983,833582,"+",2888923,,"CAGL0I08525g","XP_447619.1",199,"uncharacterized protein CAGL0I08525g"
"chromosome I","NC_006032.2",833793,834797,"-",2888924,,"CAGL0I08547g","XP_447620.1",334,"uncharacterized protein CAGL0I08547g"
"chromosome I","NC_006032.2",835234,837567,"+",2888925,,"CAGL0I08569g","XP_447621.1",777,"uncharacterized protein CAGL0I08569g"
"chromosome I","NC_006032.2",837766,839319,"-",2888926,,"CAGL0I08591g","XP_447622.1",517,"uncharacterized protein CAGL0I08591g"
"chromosome I","NC_006032.2",840182,841861,"-",2888991,,"CAGL0I08613g","XP_447623.1",559,"uncharacterized protein CAGL0I08613g"
"chromosome I","NC_006032.2",842809,843228,"-",2888992,,"CAGL0I08635g","XP_447624.1",139,"uncharacterized protein CAGL0I08635g"
"chromosome I","NC_006032.2",848204,848947,"+",2888995,,"CAGL0I08701g","XP_447625.1",247,"uncharacterized protein CAGL0I08701g"
"chromosome I","NC_006032.2",849315,851069,"+",2888996,,"CAGL0I08723g","XP_447626.1",584,"uncharacterized protein CAGL0I08723g"
"chromosome I","NC_006032.2",851234,854935,"-",2888997,,"CAGL0I08745g","XP_447627.1",1233,"uncharacterized protein CAGL0I08745g"
"chromosome I","NC_006032.2",856085,856357,"+",2888998,,"CAGL0I08767g","XP_447628.1",90,"uncharacterized protein CAGL0I08767g"
"chromosome I","NC_006032.2",856941,858176,"+",2888999,,"CAGL0I08789g","XP_447629.1",411,"uncharacterized protein CAGL0I08789g"
"chromosome I","NC_006032.2",858471,859535,"+",2889000,,"CAGL0I08811g","XP_447630.1",354,"uncharacterized protein CAGL0I08811g"
"chromosome I","NC_006032.2",859749,860381,"-",2889010,,"CAGL0I08833g","XP_447631.1",210,"uncharacterized protein CAGL0I08833g"
"chromosome I","NC_006032.2",860709,862229,"-",2889011,,"CAGL0I08855g","XP_447632.1",506,"uncharacterized protein CAGL0I08855g"
"chromosome I","NC_006032.2",862629,863663,"-",2889012,,"CAGL0I08877g","XP_447633.1",344,"mitochondrial 37S ribosomal protein MRPS35"
"chromosome I","NC_006032.2",863906,866701,"-",2889013,,"CAGL0I08899g","XP_447634.1",931,"uncharacterized protein CAGL0I08899g"
"chromosome I","NC_006032.2",867666,869474,"+",2889015,,"CAGL0I08943g","XP_447635.1",602,"uncharacterized protein CAGL0I08943g"
"chromosome I","NC_006032.2",869942,871255,"-",2889016,,"CAGL0I08965g","XP_447636.1",437,"uncharacterized protein CAGL0I08965g"
"chromosome I","NC_006032.2",871699,873084,"-",2889017,,"CAGL0I08987g","XP_447637.1",461,"uncharacterized protein CAGL0I08987g"
"chromosome I","NC_006032.2",873741,874763,"-",2889018,,"CAGL0I09009g","XP_447638.1",340,"uncharacterized protein CAGL0I09009g"
"chromosome I","NC_006032.2",875858,876643,"+",2889020,,"CAGL0I09042g","XP_447639.1",261,"uncharacterized protein CAGL0I09042g"
"chromosome I","NC_006032.2",876825,878417,"-",2888963,,"CAGL0I09064g","XP_447640.1",530,"uncharacterized protein CAGL0I09064g"
"chromosome I","NC_006032.2",879007,880863,"-",2888964,,"CAGL0I09086g","XP_447641.1",618,"uncharacterized protein CAGL0I09086g"
"chromosome I","NC_006032.2",882180,884075,"-",2888965,,"CAGL0I09108g","XP_447642.1",631,"uncharacterized protein CAGL0I09108g"
"chromosome I","NC_006032.2",885451,887631,"+",2888966,,"CAGL0I09130g","XP_447643.1",726,"uncharacterized protein CAGL0I09130g"
"chromosome I","NC_006032.2",887985,888842,"+",2888967,,"CAGL0I09152g","XP_447644.1",285,"uncharacterized protein CAGL0I09152g"
"chromosome I","NC_006032.2",888910,889395,"-",2888968,,"CAGL0I09174g","XP_447645.1",161,"uncharacterized protein CAGL0I09174g"
"chromosome I","NC_006032.2",889696,891537,"+",2888969,,"CAGL0I09196g","XP_447646.1",613,"uncharacterized protein CAGL0I09196g"
"chromosome I","NC_006032.2",891665,893716,"-",2888970,,"CAGL0I09218g","XP_447647.1",683,"uncharacterized protein CAGL0I09218g"
"chromosome I","NC_006032.2",894150,894842,"-",2888971,,"CAGL0I09240g","XP_447648.1",230,"uncharacterized protein CAGL0I09240g"
"chromosome I","NC_006032.2",895097,895441,"-",2889123,,"CAGL0I09262g","XP_447649.1",114,"uncharacterized protein CAGL0I09262g"
"chromosome I","NC_006032.2",895749,897206,"+",2889124,,"CAGL0I09284g","XP_447650.1",485,"uncharacterized protein CAGL0I09284g"
"chromosome I","NC_006032.2",897357,897977,"-",2889125,,"CAGL0I09306g","XP_447651.1",206,"uncharacterized protein CAGL0I09306g"
"chromosome I","NC_006032.2",898504,899595,"+",2889126,,"CAGL0I09328g","XP_447652.1",363,"uncharacterized protein CAGL0I09328g"
"chromosome I","NC_006032.2",899921,901144,"+",2889127,,"CAGL0I09350g","XP_447653.1",407,"uncharacterized protein CAGL0I09350g"
"chromosome I","NC_006032.2",901576,901887,"+",2888927,,"CAGL0I09372g","XP_447654.1",103,"mitochondrial 54S ribosomal protein YmL37"
"chromosome I","NC_006032.2",902099,902500,"-",2888928,,"CAGL0I09394g","XP_447655.1",133,"uncharacterized protein CAGL0I09394g"
"chromosome I","NC_006032.2",902881,904578,"-",2888929,,"CAGL0I09416g","XP_447656.1",565,"uncharacterized protein CAGL0I09416g"
"chromosome I","NC_006032.2",904886,906106,"+",2888930,,"CAGL0I09438g","XP_447657.1",406,"uncharacterized protein CAGL0I09438g"
"chromosome I","NC_006032.2",906191,907636,"-",2888931,,"CAGL0I09460g","XP_447658.1",481,"uncharacterized protein CAGL0I09460g"
"chromosome I","NC_006032.2",907969,909258,"-",2888932,,"CAGL0I09482g","XP_447659.1",429,"uncharacterized protein CAGL0I09482g"
"chromosome I","NC_006032.2",909589,911175,"+",2888933,,"CAGL0I09504g","XP_447660.1",528,"uncharacterized protein CAGL0I09504g"
"chromosome I","NC_006032.2",911397,912287,"+",2888934,,"CAGL0I09526g","XP_447661.1",296,"uncharacterized protein CAGL0I09526g"
"chromosome I","NC_006032.2",912614,913912,"+",2888935,,"CAGL0I09548g","XP_447662.1",432,"mitochondrial 37S ribosomal protein RSM23"
"chromosome I","NC_006032.2",914062,915411,"-",2888936,,"CAGL0I09570g","XP_447663.1",449,"uncharacterized protein CAGL0I09570g"
"chromosome I","NC_006032.2",916388,917566,"+",2888937,,"CAGL0I09592g","XP_447664.1",392,"uncharacterized protein CAGL0I09592g"
"chromosome I","NC_006032.2",917977,921096,"+",2888938,,"CAGL0I09614g","XP_447665.1",1039,"uncharacterized protein CAGL0I09614g"
"chromosome I","NC_006032.2",921232,923436,"-",2888939,,"CAGL0I09636g","XP_447666.1",734,"uncharacterized protein CAGL0I09636g"
"chromosome I","NC_006032.2",923833,924090,"-",2888940,,"CAGL0I09658g","XP_447667.1",85,"uncharacterized protein CAGL0I09658g"
"chromosome I","NC_006032.2",924324,925085,"+",2888941,,"CAGL0I09680g","XP_447668.1",253,"uncharacterized protein CAGL0I09680g"
"chromosome I","NC_006032.2",925383,926948,"-",2888942,,"CAGL0I09702g","XP_447669.1",521,"uncharacterized protein CAGL0I09702g"
"chromosome I","NC_006032.2",928113,929606,"-",2888943,,"CAGL0I09724g","XP_447670.1",497,"uncharacterized protein CAGL0I09724g"
"chromosome I","NC_006032.2",931000,932391,"-",2888944,,"CAGL0I09746g","XP_447671.1",463,"uncharacterized protein CAGL0I09746g"
"chromosome I","NC_006032.2",933082,934608,"-",2888945,,"CAGL0I09768g","XP_447672.1",508,"uncharacterized protein CAGL0I09768g"
"chromosome I","NC_006032.2",935016,936557,"-",2888946,,"CAGL0I09790g","XP_447673.1",513,"uncharacterized protein CAGL0I09790g"
"chromosome I","NC_006032.2",937195,938040,"-",2889272,,"CAGL0I09812g","XP_447674.1",281,"uncharacterized protein CAGL0I09812g"
"chromosome I","NC_006032.2",938648,939751,"-",2889273,,"CAGL0I09834g","XP_447675.1",367,"uncharacterized protein CAGL0I09834g"
"chromosome I","NC_006032.2",942327,943151,"+",2889274,,"CAGL0I09856g","XP_447676.1",274,"uncharacterized protein CAGL0I09856g"
"chromosome I","NC_006032.2",943766,945856,"+",2889275,,"CAGL0I09878g","XP_447677.1",696,"uncharacterized protein CAGL0I09878g"
"chromosome I","NC_006032.2",946987,947622,"+",2889276,,"CAGL0I09900g","XP_447678.1",211,"uncharacterized protein CAGL0I09900g"
"chromosome I","NC_006032.2",947782,949287,"-",2889277,,"CAGL0I09922g","XP_447679.1",501,"uncharacterized protein CAGL0I09922g"
"chromosome I","NC_006032.2",950095,951126,"-",2889279,,"CAGL0I09966g","XP_447680.1",343,"uncharacterized protein CAGL0I09966g"
"chromosome I","NC_006032.2",951638,952801,"-",2889280,,"CAGL0I09988g","XP_447681.1",387,"uncharacterized protein CAGL0I09988g"
"chromosome I","NC_006032.2",953159,954190,"-",2889281,,"CAGL0I10010g","XP_447682.1",343,"uncharacterized protein CAGL0I10010g"
"chromosome I","NC_006032.2",955545,957776,"-",2889283,,"CAGL0I10054g","XP_447683.1",743,"uncharacterized protein CAGL0I10054g"
"chromosome I","NC_006032.2",959218,964074,"-",2889285,,"CAGL0I10098g","XP_447684.1",1618,"uncharacterized protein CAGL0I10098g"
"chromosome I","NC_006032.2",970731,983741,"-",9488014,,"CAGL0I10147g","XP_002999563.1",4336,"uncharacterized protein CAGL0I10147g"
"chromosome I","NC_006032.2",992434,996555,"+",9488015,,"CAGL0I10200g","XP_002999564.1",1373,"uncharacterized protein CAGL0I10200g"
"chromosome I","NC_006032.2",1002627,1006349,"+",9488016,,"CAGL0I10246g","XP_002999565.1",1240,"uncharacterized protein CAGL0I10246g"
"chromosome F","NC_006029.1",251143,251790,"+",2887671,,"CAGL0F02563g","XP_446081.1",215,"uncharacterized protein CAGL0F02563g"
"chromosome F","NC_006029.1",252513,253526,"+",2887722,,"CAGL0F02585g","XP_446082.1",337,"uncharacterized protein CAGL0F02585g"
"chromosome F","NC_006029.1",253736,255232,"-",2887696,,"CAGL0F02607g","XP_446083.1",498,"uncharacterized protein CAGL0F02607g"
"chromosome F","NC_006029.1",256597,258162,"+",2887632,,"CAGL0F02651g","XP_446085.1",521,"uncharacterized protein CAGL0F02651g"
"chromosome F","NC_006029.1",258826,259341,"-",2887598,,"CAGL0F02673g","XP_446086.1",171,"uncharacterized protein CAGL0F02673g"
"chromosome F","NC_006029.1",259987,260601,"+",2887612,,"CAGL0F02695g","XP_446087.1",204,"mitochondrial 54S ribosomal protein YmL41"
"chromosome F","NC_006029.1",261361,265989,"+",2887804,,"CAGL0F02717g","XP_446088.1",1542,"uncharacterized protein CAGL0F02717g"
"chromosome F","NC_006029.1",266337,270113,"-",2887888,,"CAGL0F02739g","XP_446089.1",1258,"uncharacterized protein CAGL0F02739g"
"chromosome F","NC_006029.1",270750,271382,"-",2887708,,"CAGL0F02761g","XP_446090.1",210,"uncharacterized protein CAGL0F02761g"
"chromosome F","NC_006029.1",271798,274317,"+",2887721,,"CAGL0F02783g","XP_446091.1",839,"uncharacterized protein CAGL0F02783g"
"chromosome F","NC_006029.1",274470,275234,"-",2887597,,"CAGL0F02805g","XP_446092.1",254,"uncharacterized protein CAGL0F02805g"
"chromosome F","NC_006029.1",275536,276567,"-",2887766,,"CAGL0F02827g","XP_446093.1",343,"uncharacterized protein CAGL0F02827g"
"chromosome F","NC_006029.1",277229,277975,"+",2887702,,"CAGL0F02849g","XP_446094.1",248,"uncharacterized protein CAGL0F02849g"
"chromosome F","NC_006029.1",278122,279228,"-",2887902,,"CAGL0F02871g","XP_446095.1",368,"uncharacterized protein CAGL0F02871g"
"chromosome F","NC_006029.1",279526,280659,"-",2887577,,"CAGL0F02893g","XP_446096.1",377,"uncharacterized protein CAGL0F02893g"
"chromosome F","NC_006029.1",281010,283517,"+",2887745,,"CAGL0F02915g","XP_446097.1",835,"uncharacterized protein CAGL0F02915g"
"chromosome F","NC_006029.1",284659,285156,"+",2887769,,"CAGL0F02937g","XP_446098.1",165,"60S ribosomal protein L12"
"chromosome F","NC_006029.1",286337,288244,"+",2887824,,"CAGL0F02959g","XP_446099.1",635,"uncharacterized protein CAGL0F02959g"
"chromosome F","NC_006029.1",289923,293480,"+",2887960,,"CAGL0F03003g","XP_446100.1",1185,"uncharacterized protein CAGL0F03003g"
"chromosome F","NC_006029.1",295783,298569,"+",2887689,,"CAGL0F03025g","XP_446101.1",928,"uncharacterized protein CAGL0F03025g"
"chromosome F","NC_006029.1",298906,301140,"-",2887682,,"CAGL0F03047g","XP_446102.1",744,"uncharacterized protein CAGL0F03047g"
"chromosome F","NC_006029.1",301650,303110,"-",2887750,,"CAGL0F03069g","XP_446103.1",486,"uncharacterized protein CAGL0F03069g"
"chromosome F","NC_006029.1",303484,303962,"-",2887691,,"CAGL0F03091g","XP_446104.1",86,"uncharacterized protein CAGL0F03091g"
"chromosome F","NC_006029.1",304124,306067,"+",2887820,,"CAGL0F03113g","XP_446105.1",647,"uncharacterized protein CAGL0F03113g"
"chromosome F","NC_006029.1",306549,307736,"+",2887787,,"CAGL0F03135g","XP_446106.1",395,"uncharacterized protein CAGL0F03135g"
"chromosome F","NC_006029.1",307854,310826,"-",2887720,,"CAGL0F03157g","XP_446107.1",990,"uncharacterized protein CAGL0F03157g"
"chromosome F","NC_006029.1",311261,312862,"+",2887608,,"CAGL0F03179g","XP_446108.1",533,"uncharacterized protein CAGL0F03179g"
"chromosome I","NC_006032.2",1006569,1007909,"-",2889210,,"CAGL0I10296g","XP_447687.1",446,"uncharacterized protein CAGL0I10296g"
"chromosome I","NC_006032.2",1008846,1011566,"-",2889211,,"CAGL0I10318g","XP_447688.1",906,"uncharacterized protein CAGL0I10318g"
"chromosome I","NC_006032.2",1013299,1016337,"+",2889212,,"CAGL0I10340g","XP_447689.1",1012,"uncharacterized protein CAGL0I10340g"
"chromosome I","NC_006032.2",1020373,1025691,"+",2889213,,"CAGL0I10362g","XP_447690.2",1772,"uncharacterized protein CAGL0I10362g"
"chromosome I","NC_006032.2",1027883,1029775,"+",2889240,,"CAGL0I10384g","XP_447691.1",630,"uncharacterized protein CAGL0I10384g"
"chromosome I","NC_006032.2",1030282,1031055,"-",2889241,,"CAGL0I10406g","XP_447692.1",257,"uncharacterized protein CAGL0I10406g"
"chromosome I","NC_006032.2",1031462,1034953,"-",2889242,,"CAGL0I10428g","XP_447693.1",1163,"uncharacterized protein CAGL0I10428g"
"chromosome I","NC_006032.2",1035489,1035977,"-",2889243,,"CAGL0I10450g","XP_447694.1",162,"uncharacterized protein CAGL0I10450g"
"chromosome I","NC_006032.2",1036324,1037190,"+",2889244,,"CAGL0I10472g","XP_447695.1",288,"uncharacterized protein CAGL0I10472g"
"chromosome I","NC_006032.2",1037855,1038373,"-",2889245,,"CAGL0I10494g","XP_447696.1",172,"uncharacterized protein CAGL0I10494g"
"chromosome I","NC_006032.2",1039201,1041642,"+",2889246,,"CAGL0I10516g","XP_447697.1",813,"uncharacterized protein CAGL0I10516g"
"chromosome I","NC_006032.2",1042601,1043203,"-",2889247,,"CAGL0I10538g","XP_447698.1",200,"uncharacterized protein CAGL0I10538g"
"chromosome I","NC_006032.2",1043862,1045898,"+",2889248,,"CAGL0I10560g","XP_447699.1",678,"uncharacterized protein CAGL0I10560g"
"chromosome I","NC_006032.2",1046028,1046987,"-",2889249,,"CAGL0I10582g","XP_447700.1",319,"uncharacterized protein CAGL0I10582g"
"chromosome I","NC_006032.2",1047516,1048151,"-",2889391,,"CAGL0I10604g","XP_447701.1",211,"uncharacterized protein CAGL0I10604g"
"chromosome I","NC_006032.2",1048818,1052030,"-",2889392,,"CAGL0I10626g","XP_447702.1",1070,"uncharacterized protein CAGL0I10626g"
"chromosome I","NC_006032.2",1053030,1054754,"-",2889393,,"CAGL0I10648g","XP_447703.1",574,"uncharacterized protein CAGL0I10648g"
"chromosome I","NC_006032.2",1056629,1058296,"+",2889394,,"CAGL0I10670g","XP_447704.1",555,"uncharacterized protein CAGL0I10670g"
"chromosome G","NC_006030.1",14591,15892,"+",2888412,,"CAGL0G00154g","XP_446371.1",433,"uncharacterized protein CAGL0G00154g"
